Portfolio,Provenance Statement,Date,Signed,Period,(not entered),Artist,On View,Img_path,Markings,More Information,Inscribed,Dynasty,Classifications,Dimensions,Credit Line,Culture,Object number,Materials,Place of Origin,Department,Img_url,Title
,,1629,,,,,Not on view,images_china/asian_china608.jpg,,"Temples dedicated to the ox or the dragon were erected all over China, in the belief that these sacred and powerful animals would overcome the evil spirits that disturb nature. This temple model consists of three parts. The tile rows on the upper story represent an overlapping wooden shingle roof on a central hall enclosed on four sides by walls, with corridors on two sides. The lower story of this same structure contains a tablet with an inscription which reads ""in the second year of the Chongzhen period (1629), dedicating this liuli to the two halls: the ox-king and the white-dragon, cordially made by Fan Wenxiu and Zhang Chonglu."" The pedestal is decorated with rectangular openings on the edge of the balustrade and the base, lotus shaped column support the four corners with lobed panels below. Bearing similarities to the previous piece (cat. no. 496), the heavy body of this work is glazed with yellow, turquoise-blue, and purple passages.",,Ming dynasty (1368-1644),Ceramics,"H. 21 1/4 in x W. 21 x D. 11 5/8 in, H. 54 cm x W. 53 cm x D. 30 cm",The Avery Brundage Collection,,B61P4+.b,"Porcelaneous ware in three parts, with incised inscription and three-color glaze","probably Shanxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/19928/preview,"Model of a temple, one of a set of three parts"
,,approx. 1900-1940,,,,,Not on view,images_china/asian_china609.jpg,"Stamp on the bottom is a four-character seal in raised seal script: Jinmou Zhan Zeng, ""Gift of the Jinmou Company.""","The Chinese production of ceramics to order for Southeast Asian clients continues to this day. This teapot, made at the Yixing production center in China, is inscribed both in Chinese (on the lid) and in the Roman alphabet (on the back) with the information that it was made for the Kwik Hoo Tong Company in the city of Yogyakarta (in what is now Indonesia, but was at the time the Dutch East Indies). On the front of the teapot is a representation of the beloved Indonesian shadow puppet character Semar, and an inscription in Dutch saying ""Semar (brand) tea.""",,,Ceramics,"H. 4 7/8 in x W. 8 in x D. 4 3/4 in, H. 12.4 cm x W. 20.3 cm x D. 12.1 cm",Gift of Bruce and Terese Tse Bartholomew,,2010.428.a-.b,Stoneware,"Jiangsu province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/10508/preview,Pot for Semar tea
,,approx. 1800-1900,,,,,On view,images_china/asian_china610.jpg,,Catfish and lingzhi fungus imply a wish that “one’s wishes come true year after year.”,,Qing dynasty (1644-1911),Decorative Arts,"H. 3 in x W. 1 1/2 in x D. 3/8 in, H. 7.6 cm x W. 3.8 cm x D. 1.0 cm",Gift of James D. Tigerman,,2000.10,Nephrite,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/4015/preview,Snuff bottle with catfish and fungus
,,approx. 1800-1900,,,,,On view,images_china/asian_china611.jpg,,"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",,Qing dynasty (1644-1911),Decorative Arts,H. 3 in x W. 1 3/8 in x D. 3/4 in; H. 7.6 cm x W. 3.5 cm x D. 1.9 cm,The Avery Brundage Collection,,1999.36.a-.b,Nephrite,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/3872/preview,Snuff bottle decorated with narcissus
,,1800-1900,,,,,On view,images_china/asian_china612.jpg,,"Zhong Kui, the demon queller, is being entertained by his demons, whose gymnastic performance is accompanied by cymbals and gong.",,Qing dynasty (1644-1911),Decorative Arts,"H. 3 1/2 in x Diam. 1 in, H. 8.9 cm x Diam. 2.5 cm",Gift of Richard P. Arens,,2010.425.a-.b,Porcelain with underglaze blue and brown decoration,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/10494/preview,"Snuff bottle with a scene of Zhong Kui, the demon queller, enjoying tea"
,,approx. 1800-1900,,,,,On view,images_china/asian_china613.jpg,,"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",,Qing dynasty (1644-1911),Decorative Arts,"H. 3 1/2 in x Diam. 1 1/4 in, H. 8.9 cm x Diam. 3.2 cm",Gift of Richard P. Arens,,2010.426.a-.b,Porcelain with underglaze blue decoration,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/10499/preview,"Snuff bottle with Zhong Kui, the demon queller, expelling evil ghosts"
,,approx. 1800-1900,,,,,On view,images_china/asian_china614.jpg,,"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",,Qing dynasty (1644-1911),Decorative Arts,,Gift of Richard P. Arens,,2010.144.a-.b,Porcelain underglaze blue and reddish decoration,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/9884/preview,"Snuff bottle with scene of a man, woman and kneeling boy"
,,approx. 1800-1900,,,,,On view,images_china/asian_china615.jpg,,"Single-Color Glazes Single-color glazing is among the most intriguing techniques seen in Chinese ceramics, with each color formula having a rich cultural history and a name with complex associations. Produced in Jingdezhen, a city in southeastern China, single-color glazes dominated ceramic decoration during the Ming (1368–1644) and Qing (1644–1911) dynasties as part of the revival of ancient ceramics. Many colors of the Tang dynasty (618–907)—including white, black, yellow, and blue— continued to be used throughout the Ming, and new colors developed by Qing potters include pink, coral red, various shades of green, and “black bronze” or “mirror black.”",,Qing dynasty (1644-1911),Ceramics,"H. 12 1/2 in x Diam. 6 1/2 in, H. 31.7 cm x Diam. 16.5 cm",Gift of Mr. Johnson S. Bogart,,2010.156,Porcelain with glaze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/9916/preview,Vase with a flaring mouth
,,1940-1973,,,,"Bernard Leach (British, 1887 - 1979)",Not on view,images_china/asian_china616.jpg,,"In the hot summer, tea practitioners often choose shallow tea bowls to dissipate the heat of the tea as their guests drink. The form, glaze, and designs on this bowl are reminiscent of the pale green porcelains of Song-dynasty China (960–1279), yet it was not made in China, or even Japan, but in England. Bernard Leach was born to British parents in Hong Kong; his grandparents were missionaries living in Japan. He moved to Japan as a young man to study ceramics and went on to become an influential figure in Japan’s Mingei (folk art) movement. In 1920, he founded the Leach Pottery in St. Ives, Cornwall, with Japanese potter Hamada Shoji (1894–1978). Together they promoted utilitarian folk pottery combining influences from Japanese, Korean, Chinese, and European ceramics.",,,Ceramics,"H. 2 1/2 in x Diam. 6 3/8 in, H. 6.4 cm x Diam. 16.2 cm",Gift of Naomi Lindstrom,,2010.11,Porcelain with glaze,,Japanese Art,https://searchcollection.asianart.org/internal/media/dispatcher/9489/preview,Teabowl with design of grasses
,,1989,"鈐印
豪年(朱文)，歐介印(白文)，無往不復(朱文)",,,"Au Ho-nien (Chinese, 1935 - 2024)",Not on view,images_china/asian_china617.jpg,,"Bodhidharma, or Damo in Chinese, is the twenty-eighth Indian and first Chinese patriarch of Buddhism. Au Ho-nien captures him here with a sense of humor. Fully wrapped in a white cape, Damo stares resolutely forward and stands with unusually large, bare feet upon a reed, as if crossing the river. His exaggerated, cartoonish character is presented in uneven, solid, or broken lines, dark over light, full of rhythmic movement. In the year 520 CE Damo traveled by sea, risking his life on towering waves, from southern India to Guangdong province in southern China. Settling in Henan, central China, he established the Chan (Zen) school of Buddhism. Damo’s image as a foreign monk-adventurer has been especially attractive to artists from Guangdong.","Is this Bodhidharma or not? One must still ask Bodhidharma.
The bright moonlight glows on his fingertips; endless Ganges Rivers
are scanned through his eyes.
Thousands of calamities conquered; even a single disaster is
now unbearable.
After millions of incarnations, his shadow obliterates the universe.
—Painted by Ho-nien after ablution in late spring of 1989.

款識
此是達摩否？還須問達摩。
指端留皓月，眼底幾恒河。
萬劫已雲妄，一絲尚屬多。
化身千百億，光影滿婆娑。
己巳春暮，豪年沐手繪。",,Painting,"H. 38 9/16 in x W. 24 7/16 in, H. 98 cm x W. 62 cm (image); H. 72 7/16 in x W. 31 1/8 in, H. 184 cm x W. 79 cm (overall)",Gift of the Au Ho-nien Cultural Foundation,,2019.74,Ink and colors on paper,,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/58627/preview,Crossing the River on a Reed
,,1969,,,,"Liu Guosong (Chinese, b. 1932)",Not on view,images_china/asian_china618.jpg,,"During the 1950s, as art in Taiwan underwent a series of unique developments, several young artists looked westward in their search for new ideas. One such artist is Liu Guosong. Perhaps best known for applying ink in innovative ways that created unconventional abstractions, Liu also manipulated paper by various means—tearing, collaging, brushing ink onto both sides, and pulling fibers off the surface. In 1969 Liu embarked on a new artistic phase. Influenced by photographs of the Earth and the moon sent back from the Apollo 7 mission, he began to incorporate circles and spheres into his already abstract compositions. The Which is Earth? series was created in the first year of Liu's ""space painting"" period (1969–1972). During this period he created some three hundred works in virtually the same style, the only variations being the choice of colors and the quantity and size of the circles. Liu Guosong was born in Shandong, a northeastern province in China, in 1932. Arriving in Taipei in 1949, he took up formal art study at Normal University and became interested in Western art. After graduatiing he founded the modern art association the Fifth Moon Group (1956) and began exhibiting his work around the world.",,,Painting,"H. 54 in x W. 25 1/2 in, H. 137.2 cm x W. 64.8 cm (image); H. 94 in x W. 36 in, H. 238.8 cm x W. 91.4 cm (overall)",Gift of the artist,,2003.51,Ink and colors on paper,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/57534/preview,Which is Earth? No. 7
,,approx. 1825-1875,,,,"Guo Yunshan (Chinese, 1800 - 1900)",On view,images_china/asian_china619.jpg,,"Like teapots, snuff bottles from Yixing are characterized by a simple form with a well-polished surface.",,Qing dynasty (1644-1911),Decorative Arts,"H. 2 9/10 in W. 2 in x D. 1 1/4 in, H. 7.4 cm x W. 5 cm x D. 3.2 cm",The Avery Brundage Collection,,B72M14.a-.b,Stoneware,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/27362/preview,Snuff bottle
