subject,predicate,object
105,尺寸是,H. 5/8英寸×直径2 3/8英寸，H. 1.59厘米×直径6.03厘米；法兰宽度3/8英寸，1厘米
105,材质是,软玉
105,现藏博物馆是,亚洲艺术博物馆
105,来源地是,中国
105,类型是,玉与石
106,创造年代是,清朝
106,尺寸是,高2 1/2英寸×直径6 3/8英寸，高6.35厘米×直径16.2厘米
106,材质是,软玉
106,现藏博物馆是,亚洲艺术博物馆
106,来源地是,中国
106,类型是,玉与石
110,创作者是,亚明
110,尺寸是,高27 1/8英寸 × 宽18 1/8英寸，高68.9厘米 × 宽46厘米（画面）；高71 3/4英寸 × 宽23 7/8英寸，高182.2厘米 × 宽60.6厘米（整体）
110,材质是,纸本水墨设色
110,现藏博物馆是,亚洲艺术博物馆
110,类型是,绘画
108,创作者是,张尚璞
108,尺寸是,图片：高26英寸 × 宽33 1/2英寸（66厘米 × 85.1厘米）整体：高29 1/8英寸 × 宽42 3/8英寸（74厘米 × 107.6厘米）
108,材质是,纸上墨迹
108,现藏博物馆是,亚洲艺术博物馆
108,类型是,绘画
111,尺寸是,直径8 5/8英寸×厚3/8英寸，直径21.9厘米×厚0.7厘米；内孔直径1 3/4英寸，4.4厘米
111,材质是,软玉
111,现藏博物馆是,亚洲艺术博物馆
111,来源地是,中国
111,类型是,玉与石
109,创作者是,李华生
109,尺寸是,图片尺寸：高26 9/16英寸 × 宽17 15/16英寸（高67.5厘米 × 宽45.6厘米）整体尺寸：高66 3/8英寸 × 宽22 13/16英寸（高168.6厘米 × 宽57.9厘米）
109,材质是,纸本水墨设色
109,现藏博物馆是,亚洲艺术博物馆
109,类型是,绘画
113,创作者是,王冠宇
113,尺寸是,高3英寸 x 宽1 1/4英寸 x 深3/4英寸，高7.6厘米 x 宽3厘米 x 深1.9厘米
113,材质是,带墨水的玻璃杯
113,现藏博物馆是,亚洲艺术博物馆
113,类型是,装饰艺术
117,创作者是,张尚璞
117,尺寸是,"图片尺寸：高26 5/8英寸 × 宽18英寸（67.6厘米 × 45.7厘米）
整体（物品）：高39英寸 × 宽23 1/2英寸 × 厚3/4英寸（99.1厘米 × 59.7厘米 × 1.9厘米）"
117,材质是,纸本水墨设色
117,现藏博物馆是,亚洲艺术博物馆
117,类型是,绘画
112,创作者是,关良
112,尺寸是,高29 7/8英寸×宽13 3/8英寸，高75.9厘米×宽34厘米（画面）；高69 3/8英寸×宽18 3/8英寸，高176.2厘米×宽46.7厘米（整体）
112,材质是,纸本水墨设色
112,现藏博物馆是,亚洲艺术博物馆
112,类型是,绘画
116,创作者是,溥心畬
116,尺寸是,高72 1/2英寸×宽20 7/8英寸，高184.1厘米×宽53.0厘米（整体）；高32 1/4英寸×宽13 1/2英寸，高81.9厘米×宽34.3厘米（图像）
116,材质是,绢本设色
116,现藏博物馆是,亚洲艺术博物馆
116,类型是,绘画
114,创作者是,王己千
114,尺寸是,高24英寸×宽35 1/4英寸，高61厘米×宽89.5厘米（画面）；高32英寸×宽45 3/4英寸，高61厘米×宽89.5厘米（整体）
114,材质是,纸本水墨设色
114,现藏博物馆是,亚洲艺术博物馆
114,来源地是,美国纽约州纽约市
114,类型是,绘画
115,创造年代是,清朝
115,尺寸是,高41英寸×宽41英寸，高104.1厘米×宽104.1厘米
115,材质是,缂丝
115,现藏博物馆是,亚洲艺术博物馆
115,来源地是,中国
115,类型是,纺织品
119,创作者是,张尚璞
119,尺寸是,高23 3/4英寸×宽37 1/2英寸，高60.3厘米×宽95.2厘米（画面）；高26 1/2英寸×宽43 1/4英寸，高67.3厘米×宽109.9厘米（整体）
119,材质是,纸上水墨与淡彩
119,现藏博物馆是,亚洲艺术博物馆
119,类型是,绘画
118,创作者是,严玉田
118,尺寸是,H. 3英寸
118,材质是,玻璃与墨彩
118,现藏博物馆是,亚洲艺术博物馆
118,类型是,装饰艺术
120,创作者是,张尚璞
120,尺寸是,图片尺寸：高12又3/4英寸 × 宽26又7/16英寸（32.4厘米 × 67.2厘米）整体尺寸：高17又1/8英寸 × 宽32又11/16英寸（43.5厘米 × 83厘米）
120,材质是,纸本水墨设色
120,现藏博物馆是,亚洲艺术博物馆
120,类型是,绘画
124,尺寸是,高1又9/16英寸×宽2又5/16英寸，高4厘米×宽5.9厘米
124,材质是,软玉
124,现藏博物馆是,亚洲艺术博物馆
124,来源地是,中国江苏省或浙江省
124,类型是,玉与石
122,创作者是,赵少昂
122,尺寸是,高20英寸×宽39 1/4英寸，高50.8厘米×宽99.6厘米（画面尺寸）；高26英寸×宽59 3/4英寸，高66.0厘米×宽151.7厘米（整体尺寸）
122,材质是,纸本水墨设色
122,现藏博物馆是,亚洲艺术博物馆
122,类型是,绘画
121,创作者是,郭云山
121,创造年代是,清朝
121,尺寸是,高2又9/10英寸×宽2英寸×深1又1/4英寸，高7.4厘米×宽5厘米×深3.2厘米
121,材质是,石器
121,现藏博物馆是,亚洲艺术博物馆
121,来源地是,中国
121,类型是,装饰艺术
123,创作者是,張大千
123,尺寸是,"整体：高20 5/8英寸 × 宽33 15/16英寸（52.4厘米 × 86.2厘米）
画面：高15 5/8英寸 × 宽26 1/4英寸（39.7厘米 × 66.7厘米）"
123,材质是,纸本水墨设色
123,现藏博物馆是,亚洲艺术博物馆
123,类型是,绘画
127,尺寸是,高1又1/2英寸×宽2又3/8英寸×深1/2英寸，高3.8厘米×宽6厘米×深1.3厘米
127,材质是,软玉
127,现藏博物馆是,亚洲艺术博物馆
127,来源地是,中国浙江省
127,类型是,玉与石
125,创造年代是,明朝
125,尺寸是,高5 3/8英寸×直径6英寸，高13.6厘米×直径15.2厘米
125,材质是,釉下钴蓝装饰瓷器
125,现藏博物馆是,亚洲艺术博物馆
125,来源地是,中国江西省景德镇
125,类型是,陶瓷
126,创造年代是,商朝
126,尺寸是,高1/2英寸×宽3 1/4英寸×深1/4英寸，高1.27厘米×宽8.26厘米×深0.64厘米
126,材质是,软玉
126,现藏博物馆是,亚洲艺术博物馆
126,来源地是,中国
126,类型是,玉与石
128,创造年代是,清朝
128,尺寸是,整体（含领口）：高56 1/2英寸 × 宽74 3/4英寸（143.5厘米 × 189.9厘米）
128,材质是,金线绣丝绸
128,现藏博物馆是,亚洲艺术博物馆
128,来源地是,中国
128,类型是,纺织品
129,创造年代是,清朝
129,尺寸是,高1 3/4英寸×直径4 1/2英寸，高4.4厘米×直径11.4厘米
129,材质是,釉上彩瓷
129,现藏博物馆是,亚洲艺术博物馆
129,来源地是,中国
129,类型是,陶瓷
130,创造年代是,清朝
130,尺寸是,高22 1/2英寸×直径10 1/4英寸，高57.1厘米×直径26厘米
130,材质是,青花瓷
130,现藏博物馆是,亚洲艺术博物馆
130,来源地是,中国江西省
130,类型是,陶瓷
131,创作者是,方介堪
131,尺寸是,高79 7/8英寸×宽18英寸，高202.9厘米×宽45.7厘米（整体），高40 3/4英寸×宽13 3/8英寸，高103.5厘米×宽34厘米（画面）
131,材质是,纸上墨色与淡彩
131,现藏博物馆是,亚洲艺术博物馆
131,类型是,绘画
132,创作者是,張大千
132,尺寸是,高54 3/4英寸 × 宽27 1/4英寸，高139.1厘米 × 宽69.2厘米（画面）；高91 1/8英寸 × 宽28 3/4英寸，高231.5厘米 × 宽73厘米（整体）
132,材质是,纸本水墨设色
132,现藏博物馆是,亚洲艺术博物馆
132,类型是,绘画
133,创作者是,方召麐
133,尺寸是,高35 1/4英寸×宽23 5/8英寸，高89.5厘米×宽60厘米（画面）；高65 1/8英寸×宽26 7/8英寸，高165.4厘米×宽68.3厘米（整体）
133,材质是,纸本水墨设色
133,现藏博物馆是,亚洲艺术博物馆
133,类型是,绘画
134,创造年代是,清朝
134,尺寸是,高 11 英寸 x 宽 13 英寸 x 深 13 1/8 英寸，高 26.7 厘米 x 宽 33.0 厘米 x 深 33.4 厘米
134,材质是,青铜嵌金
134,现藏博物馆是,亚洲艺术博物馆
134,来源地是,中国
134,类型是,金属艺术
135,创造年代是,清朝
135,尺寸是,高10.5英寸×宽13英寸×深13.125英寸，高27厘米×宽13英寸×深13.1厘米
135,材质是,青铜嵌金
135,现藏博物馆是,亚洲艺术博物馆
135,来源地是,中国
135,类型是,金属艺术
136,创作者是,李华裔
136,尺寸是,高55 9/16英寸 × 宽28 5/8英寸，高141.1厘米 × 宽72.7厘米（画面）；高91英寸 × 宽35英寸，高231.1厘米 × 宽88.9厘米（整体）
136,材质是,纸本水墨设色
136,现藏博物馆是,亚洲艺术博物馆
136,类型是,绘画
137,创作者是,張大千
137,尺寸是,整体尺寸：高16 5/8英寸 × 宽14 1/4英寸（42.2厘米 × 36.2厘米）
137,材质是,纸本水墨设色
137,现藏博物馆是,亚洲艺术博物馆
137,类型是,绘画
138,创作者是,王己千
138,尺寸是,高56 3/4英寸×宽72 7/8英寸，高144.1厘米×宽185.1厘米（画面）；高60 7/8英寸×宽76 3/4英寸，高154.6厘米×宽194.9厘米（整体）
138,材质是,纸上墨迹
138,现藏博物馆是,亚洲艺术博物馆
138,类型是,绘画
139,创作者是,威尔逊·谢
139,尺寸是,"图片尺寸：高19½英寸 × 宽13½英寸（49.5厘米 × 34.3厘米）  
整体尺寸：高26¼英寸 × 宽19¾英寸（66.7厘米 × 50.2厘米）  
装裱尺寸：高26¼英寸 × 宽19¾英寸（66.7厘米 × 50.2厘米）"
139,材质是,金纸上的墨与彩
139,现藏博物馆是,亚洲艺术博物馆
139,类型是,绘画
140,创作者是,黄胄
140,尺寸是,高26 1/2英寸 × 宽17 1/4英寸，高67.3厘米 × 宽43.8厘米（画面）；高69英寸 × 宽26 3/4英寸，高172.7厘米 × 宽67.9厘米（整体）
140,材质是,纸上墨迹
140,现藏博物馆是,亚洲艺术博物馆
140,类型是,绘画
143,创作者是,宋玉麟
143,尺寸是,高6 1/8英寸×宽19 1/8英寸，高15.6厘米×宽46.0厘米（画面）；高10 5/8英寸×宽19 1/8英寸，高27.0厘米×宽48.6厘米（整体）
143,材质是,金箔纸上墨彩
143,现藏博物馆是,亚洲艺术博物馆
143,类型是,绘画
142,创作者是,張大千
142,尺寸是,"图片尺寸：高22 3/4英寸 × 宽35 7/8英寸（57.8厘米 × 91.1厘米）
装裱尺寸：高23 3/16英寸 × 宽36 5/16英寸 × 厚3/4英寸（58.9厘米 × 92.2厘米 × 1.9厘米）"
142,材质是,纸本水墨设色
142,现藏博物馆是,亚洲艺术博物馆
142,类型是,绘画
141,创作者是,吕守坤
141,尺寸是,高121 1/2英寸 × 宽58 1/2英寸（整体）；高97 1/2英寸 × 宽48 1/2英寸（图像）
141,材质是,纸本水墨设色
141,现藏博物馆是,亚洲艺术博物馆
141,类型是,绘画
144,创作者是,宋玉麟
144,尺寸是,高6 1/8英寸×宽19 1/8英寸，高15.6厘米×宽46.0厘米（画面）；高10 5/8英寸×宽19 1/8英寸，高27.0厘米×宽48.6厘米（整体）
144,材质是,金箔纸上墨彩
144,现藏博物馆是,亚洲艺术博物馆
144,类型是,绘画
147,创作者是,张步
147,尺寸是,高27英寸×宽24英寸，高68.6厘米×宽61厘米（画面）；高71 1/2英寸×宽25 5/8英寸，高181.6厘米×宽65.1厘米（整体）
147,材质是,纸本水墨设色
147,现藏博物馆是,亚洲艺术博物馆
147,类型是,绘画
146,创作者是,恽冰
146,创造年代是,清朝
146,尺寸是,"整体：高29 1/4英寸 × 宽15 3/4英寸（74.3厘米 × 40厘米）
画面：高22 11/16英寸 × 宽10 9/16英寸（57.6厘米 × 26.8厘米）"
146,材质是,纸本水墨设色
146,现藏博物馆是,亚洲艺术博物馆
146,类型是,绘画
148,创造年代是,唐朝
148,尺寸是,高6又7/8英寸×宽1又3/4英寸×深2又1/2英寸，高17.5厘米×宽4.4厘米×深6.4厘米
148,材质是,镀金青铜
148,现藏博物馆是,亚洲艺术博物馆
148,来源地是,中国
148,类型是,雕塑
149,创造年代是,唐朝
149,尺寸是,高6英寸×宽1又7/8英寸×深1又1/2英寸，高15.2厘米×宽4.8厘米×深3.8厘米
149,材质是,镀金青铜
149,现藏博物馆是,亚洲艺术博物馆
149,来源地是,中国
149,类型是,雕塑
150,创造年代是,清朝
150,尺寸是,高2又3/8英寸×宽2英寸，高6.0厘米×宽5.1厘米
150,材质是,景泰蓝
150,现藏博物馆是,亚洲艺术博物馆
150,来源地是,中国
150,类型是,装饰艺术
153,创造年代是,清朝
153,尺寸是,高3又5/16英寸×宽2又1/8英寸×厚7/8英寸，高8.5厘米×宽5.2厘米×厚2.0厘米
153,材质是,彩绘象牙
153,现藏博物馆是,亚洲艺术博物馆
153,来源地是,中国
153,类型是,装饰艺术
145,创作者是,王铎
145,创造年代是,清朝
145,尺寸是,高31.7厘米 × 宽537.2厘米（画面）；高33厘米（整体）
145,材质是,绢上墨
145,现藏博物馆是,亚洲艺术博物馆
145,类型是,绘画
151,创造年代是,清朝
151,尺寸是,H. 不含塞子高6.7厘米
151,材质是,根琥珀
151,现藏博物馆是,亚洲艺术博物馆
151,来源地是,中国
151,类型是,装饰艺术
152,创作者是,盛茂
152,创造年代是,元朝
152,尺寸是,图片：高66 7/8英寸 × 宽40 3/4英寸（169.9厘米 × 103.5厘米）整体：高111 1/8英寸 × 宽41 3/4英寸（282.3厘米 × 106厘米）
152,材质是,绢本设色
152,现藏博物馆是,亚洲艺术博物馆
152,类型是,绘画
154,创造年代是,明朝
154,创造年代是,清朝
154,尺寸是,高10.2厘米 x 宽5又3/8英寸 x 深3又3/4英寸，高10.2厘米 x 宽13.5厘米 x 深9.6厘米
154,材质是,犀牛角
154,现藏博物馆是,亚洲艺术博物馆
154,来源地是,中国
154,类型是,装饰艺术
155,创作者是,呂無咎
155,尺寸是,高30英寸×宽31英寸，高76.2厘米×宽78.7厘米（每件）
155,材质是,纸上墨迹
155,现藏博物馆是,亚洲艺术博物馆
155,类型是,绘画
156,创作者是,傅抱石
156,尺寸是,装裱（整体）：高31 1/4英寸 × 宽15 13/16英寸（79.4厘米 × 40.2厘米） 画心（整体）：高27 1/8英寸 × 宽12 11/16英寸（68.9厘米 × 32.2厘米）
156,材质是,纸本水墨设色
156,现藏博物馆是,亚洲艺术博物馆
156,来源地是,中国
156,类型是,绘画
157,创造年代是,唐朝
157,尺寸是,高5 1/4英寸×直径10 1/2英寸，高13.3厘米×直径26.7厘米
157,材质是,青铜
157,现藏博物馆是,亚洲艺术博物馆
157,来源地是,中国
157,类型是,金属艺术
158,创造年代是,清朝
158,尺寸是,高2又1/3英寸×宽2又1/4英寸×直径1英寸，高5.8厘米×宽5.7厘米×直径2.5厘米
158,材质是,琥珀
158,现藏博物馆是,亚洲艺术博物馆
158,来源地是,中国
158,类型是,装饰艺术
160,尺寸是,高6.5英寸×宽9.25英寸×深9.25英寸，高16.5厘米×宽23.5厘米×深23.5厘米
160,材质是,陶器
160,现藏博物馆是,亚洲艺术博物馆
160,来源地是,中国中原
160,类型是,陶瓷
159,创造年代是,元朝
159,尺寸是,H. 1 1/2 英寸 x 直径 12 5/8 英寸
159,材质是,红漆覆盖黄漆底
159,现藏博物馆是,亚洲艺术博物馆
159,来源地是,中国
159,类型是,装饰艺术
161,创造年代是,清朝
161,尺寸是,高2又7/8英寸×宽2英寸×深1又1/8英寸，高6.9厘米×宽4.3厘米×深2.3厘米
161,材质是,玻璃
161,材质是,木质支架
161,现藏博物馆是,亚洲艺术博物馆
161,来源地是,中国
161,类型是,装饰艺术
162,创作者是,赵少昂
162,尺寸是,图片尺寸：高11 5/8英寸×宽14 3/4英寸，高29.5厘米×宽37.5厘米；整体尺寸：高49 5/8英寸×宽19英寸，高126.0厘米×宽48.3厘米；装裱后尺寸：高50 3/4英寸×宽20英寸×厚2 1/2英寸，高128.9厘米×宽50.8厘米×厚6.4厘米
162,材质是,纸本水墨设色
162,现藏博物馆是,亚洲艺术博物馆
162,来源地是,中国
162,类型是,绘画
163,创作者是,赵少昂
163,尺寸是,高11 3/4英寸×宽14 1/2英寸，高29.8厘米×宽36.8厘米（画面尺寸）；高49 5/8英寸×宽19英寸，高126厘米×宽48.2厘米（整体尺寸）
163,材质是,纸本水墨设色
163,现藏博物馆是,亚洲艺术博物馆
163,类型是,绘画
165,创造年代是,清朝
165,尺寸是,高2又7/8英寸 x 宽2又3/4英寸 x 直径1英寸，高7.3厘米 x 宽7厘米 x 厚2.5厘米
165,材质是,釉上彩瓷
165,现藏博物馆是,亚洲艺术博物馆
165,来源地是,中国
165,类型是,装饰艺术
168,创作者是,赵少昂
168,尺寸是,"图片尺寸：高37又7/8英寸 × 宽73英寸（96.2 × 185.4厘米）
整体尺寸：高42又3/4英寸 × 宽90又1/8英寸（108.6 × 228.9厘米）
装裱尺寸：高43又3/4英寸 × 宽91又1/8英寸 × 厚2又1/2英寸（111.1 × 231.5 × 6.4厘米）"
168,材质是,纸上墨迹
168,现藏博物馆是,亚洲艺术博物馆
168,类型是,绘画
164,创作者是,威尔逊·谢
164,尺寸是,"图片尺寸：高19 3/4英寸 × 宽13 3/4英寸（50.2厘米 × 34.9厘米）
装裱后尺寸：高26 3/16英寸 × 宽19 3/4英寸 × 厚1 1/4英寸（66.5厘米 × 50.2厘米 × 3.2厘米）"
164,材质是,金纸上的墨与彩
164,现藏博物馆是,亚洲艺术博物馆
164,类型是,绘画
166,创造年代是,清朝
166,尺寸是,高2又1/4英寸×直径5又9/16英寸，高5.7厘米×宽14.1厘米
166,材质是,软玉
166,现藏博物馆是,亚洲艺术博物馆
166,来源地是,中国
166,类型是,玉与石
170,创作者是,赵少昂
170,尺寸是,高12英寸×宽15英寸，高30.5厘米×宽38.0厘米（图像部分）；高49又5/8英寸×宽19英寸，高126.0厘米×宽48.2厘米（整体尺寸）
170,材质是,纸本水墨设色
170,现藏博物馆是,亚洲艺术博物馆
170,类型是,绘画
167,创造年代是,清朝
167,尺寸是,高3英寸×宽2英寸×深1英寸，高7.6厘米×宽5.1厘米×深2.5厘米
167,材质是,影玛瑙
167,现藏博物馆是,亚洲艺术博物馆
167,来源地是,中国
167,类型是,装饰艺术
169,创作者是,赵少昂
169,尺寸是,高27 1/8英寸 × 宽44 5/8英寸，高68.7厘米 × 宽113.2厘米（画面尺寸）；高30 3/4英寸 × 宽62 1/8英寸，高78.0厘米 × 宽157.7厘米（整体尺寸）
169,材质是,纸本水墨设色
169,现藏博物馆是,亚洲艺术博物馆
169,类型是,绘画
173,尺寸是,高13英寸×宽3 1/4英寸×深2 7/8英寸，高33厘米×宽8 1/4厘米×深7.3厘米
173,材质是,镀金青铜
173,现藏博物馆是,亚洲艺术博物馆
173,来源地是,中国云南省
173,类型是,雕塑
172,创造年代是,清朝
172,尺寸是,高2 1/2英寸 × 宽1 5/8英寸 × 直径1 3/4英寸，高6.2厘米 × 宽4.3厘米 × 直径4.5厘米
172,材质是,釉上多彩瓷器
172,现藏博物馆是,亚洲艺术博物馆
172,来源地是,中国
172,类型是,装饰艺术
171,创作者是,威尔逊·谢
171,尺寸是,"整体：高19 3/4英寸 × 宽13 3/4英寸（50.2厘米 × 34.9厘米）  
装裱后：高26 3/16英寸 × 宽19 3/4英寸 × 厚1 1/4英寸（66.5厘米 × 50.2厘米 × 3.2厘米）"
171,材质是,金纸上的墨与彩
171,现藏博物馆是,亚洲艺术博物馆
171,类型是,绘画
