Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
"Rubbing of inscription on stone Buddhist sculpture, undated",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image450.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_14
1 of rubbings of Nestorian crosses and floral designs at the Shih-tzu ssu,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image451.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_01
Base of a bowl,,"Nankang kilns, Jiujiang city, Jiangxi province, China",,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image452.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-128v1
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image453.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-416_001
Rubbing of stone slab engraved with a Buddhist inscription dated 712,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image454.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_28
Fragment of bowl,,China,,Stoneware with celadon glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image455.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-109v2
Mirror,,China,,Bronze,Diam x D: 14.1 x 0.8 cm (5 9/16 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image456.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_04
Rubbing of pottery tile: a. showing figural designs (carved?) in two registers; b. showing impressed designs,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image457.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_24
2 rubbings: a. of bronze Dagger-axe; b. of bronze wheel nave,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image458.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_01
"Rubbing of stone Buddhist stele, with inscription dated 681",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image459.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_19
Button,,China,,Glass,H x W x D: 2.3 x 2.3 x 0.4 cm (7/8 x 7/8 x 3/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.3",,,Costume and Textile,,,,,All_images1.0\image460.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8078_23
Necklace bead,,China,,Glass,H x Diam (overall): 1.8 x 2 cm (11/16 x 13/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.14",,,Jewelry and Ornament,,,,,All_images1.0\image461.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.14_001
"2 rubbings: 1 of a bronze Dagger-axe, 1 of a bronze axe",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image462.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_03
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image463.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-299_001
"Rubbing of stone Buddhist stele, with inscription dated 657",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image464.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_10
Wall painting,,China,,Wall painting on plaster,H x W (image): 21.2 × 18.5 cm (8 3/8 × 7 5/16 in),Gift of Montgomery S. Bradley,,,Painting,,,,,All_images1.0\image465.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8509_22
Fragment of dish,,China,,Stoneware with iron glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image466.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-105v1
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image467.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-405_001
1 of Six rubbings of the Six Horses of T'ang T'ai-Tsung (r. 627-649),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image468.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_25
"Rubbing of Buddhist sculpture with inscription, undated",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image469.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_16
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image470.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-300_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image471.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-419_001
"Rubbing of stone Buddhist statue, with inscription dated 537 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image472.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_10
Mirror,,China,,Bronze,Diam x D: 13.6 x 0.6 cm (5 3/8 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image473.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_12
"2 rubbings: 1 of a bronze plaque, slightly convex, 1 of a bronze belt-hook",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image474.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_04
"Rubbing of a bronze vessel, type chueh, inscription and description",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image475.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8437_26
Portrait of Chan monk Kaishan Tongwu of the Da Hui-'an Temple in Nanjing,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image476.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_04
Mirror,,China,,Bronze,Diam x D: 13.2 x 0.7 cm (5 3/16 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image477.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_01
"Rubbing of stone Buddhist stele, with inscription dated 573 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image478.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_13
Rubbings of Buddhist inscripted in two parts,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image479.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_04
Celt,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image480.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-58_1
Base of jar or bottle,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image481.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3530_1
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image482.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-18
A Ferry Scene in Autumn,Ch'iu Ying,China,,Ink on paper,,Gift of Elizabeth Lee Berger,,,Painting,,,,,All_images1.0\image483.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5827_11
"Rubbings of Buddhist inscription in 2 parts, dated 677 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image484.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_01
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image485.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-428_001
Rubbing of pottery tile with monster mask and impressed lozenge borders,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image486.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_08
From a life-size figural group on the walls of Lung-men cave,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image487.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8500_17
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image488.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-406_001
"Rubbing of niche in Buddhist cave temple, dated 519",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image489.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_09
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image490.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-19
Pottery: Unidentified form,,China,,Stoneware with underfired iron-brown glaze,,Gift of Helen D. Ling,,,Unclassified,,,,,All_images1.0\image491.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1013
Bowl,,China,,Glass,H x Diam (overall): 2.3 x 3.4 cm (7/8 x 1 5/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.262.1",,,Vessel,,,,,All_images1.0\image492.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.262.1_001
Necklace bead,,China,,Glass,H x Diam (overall): 1.5 x 1.8 cm (9/16 x 11/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.38",,,Jewelry and Ornament,,,,,All_images1.0\image493.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.38_001
Rubbing of cast design on bronze consisting of two coiled dragons encircling,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image494.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8443_09
Vessel of the type hu,,China,,Bronze,,Gift of Zachary Taylor,,,Vessel,,,,,All_images1.0\image495.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_05
Mirror,,China,,Bronze,Diam x D: 16.4 x 0.9 cm (6 7/16 x 3/8 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image496.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_03
Budai holding a scroll of the Heart Sutra,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image497.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_07
Necklace bead,,China,,Glass,H x Diam (overall): 2.1 x 2.2 cm (13/16 x 7/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.13",,,Jewelry and Ornament,,,,,All_images1.0\image498.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.13_001
"Rubbing of stone Buddhist sculpture, with in scription, undated",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image499.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_13
Ball,,China,,Glass,H x W: 3.5 x 3.5 cm (1 3/8 x 1 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.11",,,Unclassified,,,,,All_images1.0\image500.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_02
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image501.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-397_001
"Rubbing of stone Taoist triad, with inscription dated 656 AD",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image502.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_14
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image503.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-415_001
Mirror,,China,,Bronze,Diam x D: 10.8 x 0.8 cm (4 1/4 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image504.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_08
Tea Wrapper,,China,,Ink and silver foil on paper,H x W: 50 x 114.3 cm (19 11/16 x 45 in),Gift of Charles and Catherine Page,,,Costume and Textile,,,,,All_images1.0\image505.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_08
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image506.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-421_001
Mirror,,China,,Bronze,Diam x D: 13.4 x 0.8 cm (5 1/4 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image507.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_09
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image508.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-409_001
"Rubbings of stone epitaph and border designs of Lady Yuan's tablet, dated 522",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image509.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_22
1 of rubbings of Nestorian crosses and floral designs at the Shih-tzu ssu,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image510.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_30
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image511.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-403_001
Fragment of bowl with high foot,,China,,Porcelain with clear glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image512.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-110v1
Pin,,China,,Glass and metal,H x Diam (overall): 12 x 1.4 cm (4 3/4 x 9/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.37",,,Jewelry and Ornament,,,,,All_images1.0\image513.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_26
Rubbing of a bronze vessel in the form of a quadruped,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image514.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_04
1 of Six rubbings of the Six Horses of T'ang T'ai-Tsung (r. 627-649),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image515.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_28
"Rubbings of stone Buddhist sculpture, with inscription, undated",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image516.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_12
"Chin, small garment hook",,China,,Bronze,,Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image517.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-488_1
Cudapanthaka,,China,,Ink on paper,,"Acquired by gift from Professor Franz Michael of George Washington University in 1975. Letter of acknowledgement from Thomas Lawton dated November 7th, 1975.",,,Rubbing,,,,,All_images1.0\image518.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_26
Mirror,,China,,Bronze,Diam x D: 18.7 x 1.5 cm (7 3/8 x 9/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image519.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_06
Arrowhead,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image520.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-61
"1 of rubbings from Wu Liang ts'u (?), exact location unidentified. (FSC-R-249 through FSC-R-254)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image521.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_24
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image522.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-408_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image523.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-426_001
1 of rubbings of Nestorian crosses and floral designs at the Shih-tzu ssu,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image524.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_29
Rubbing of stone head of a Bodhisattva,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image525.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_18
Flower and dragon fly,,China,,Color on paper,,Gift of Mrs. Ann Somerville,,,Painting,,,,,All_images1.0\image526.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8456_12
"Small jar, ""tea caddy"" type",,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image527.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3562
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image528.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-425_001
"4 rubbings: 3 of bronze ornaments, 1 of bronze belt-hook",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image529.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8443_08
"Rubbing of stone slab with low-relief decoration of chariot, trees and musicians",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image530.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_01
Fifteen inksticks,,China,Probably 19th century,"Soot, animal glue with gilding, pigments, or seed pearls",,,,,Tool and Equipment,,,,,All_images1.0\image531.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8520_15
Impressions of two seals used as imperial seals by the T'ai-p'ing rebels,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image532.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_22
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image533.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-14_1
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image534.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-393_001
"Rubbing of a stone slab with low relief decoration of horse, figures and trees",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image535.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_02
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image536.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-413_001
"Rubbing of stone Buddhist stele, with inscription dated 513",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image537.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_08
"1 of rubbings from Wu Liang ts'u (?), exact location unidentified. (FSC-R-249 through FSC-R-254)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image538.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_20
"1 of rubbings from Wu Liang ts'u (?), exact location unidentified. (FSC-R-249 through FSC-R-254)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image539.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_23
Rubbing of stone statue of the Buddha,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image540.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_27
Long arrowhead,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image541.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-435
"Rubbing of stone Buddhist stele, with inscription dated 592 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image542.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_09
Bamboo,Wang Fu (1362-1416),China,,Ink on paper,,Gift of Elizabeth Lee Berger,,,Painting,,,,,All_images1.0\image543.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5827_10
Plaque,,China,,Jade (nephrite),,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image544.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5744_04_03
3 mold fragments,,China,,Clay,,,,,Tool and Equipment,,,,,All_images1.0\image545.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-RE-2a-c
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image546.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-401_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image547.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-407_001
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image548.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_27
Handle fragment,,China,,Ceramic,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images1.0\image549.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-792
Rubbing of stone statue of Guanyin standing on pedestal,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image550.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_20
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image551.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-13_1
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image552.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-298_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image553.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-411_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image554.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-399_001
"1 of rubbings from Wu Liang ts'u (?), exact location unidentified. (FSC-R-249 through FSC-R-254)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image555.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_21
Small grey horse's head,,China,,Stone,,Gift of The Honorable and Mrs. Hugh Scott,,,Sculpture,,,,,All_images1.0\image556.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8522_29
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image557.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-394_001
"Rubbing of inscription, dated 601 A.D., on stone Buddhist sculpture",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image558.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_26
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image559.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-398_001
Rubbing of inscription on bronze vessel in two collumns,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image560.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_09
Small grey horse's head,,China,,Stone,,Gift of The Honorable and Mrs. Hugh Scott,,,Sculpture,,,,,All_images1.0\image561.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8522_30
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image562.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_09
1 of rubbings of Nestorian crosses and floral designs at the Shih-tzu ssu,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image563.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_02
Rubbing of floral design executed in line engraving on stone; presumably of Buddhist sculpture,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image564.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_15
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image565.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-423_001
"1 of rubbings from Wu Liang ts'u (?), exact location unidentified. (FSC-R-249 through FSC-R-254)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image566.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_19
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image567.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-404_001
Rubbing of stone slab with carved decoration of figures and animals,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image568.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_11
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image569.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-402_001
"Rubbing of design carved on narrow side of the San fen chi stele, dated 767 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image570.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_27
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image571.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-391_001
Rubbing of the two sides of a stone tile with carved designs,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image572.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_19
Mirror,,China,,Bronze,Diam x D: 11.9 x 0.8 cm (4 11/16 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image573.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_10
"Rubbing of stone Buddhist stele, with inscription dated 567 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image574.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_15
