Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Small head of bearded man (fragment of statuette),,China,618-907,Stone,H x W x D (overall): 14.5 x 9 x 10.2 cm (5 11/16 x 3 9/16 x 4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10344.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_07
Figure of the monk A-nan (Ananda),,China,1644-1911,Wood,H: 35.1 cm (13 13/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10345.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_44
Double seal of Xie Zhiliu (1910-1997): Xie Zhi / Zhiliu,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 1.5 x 1 x 2.7 cm (9/16 x 3/8 x 1 1/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10346.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6034_10
Chimera,,China,220-589,Bronze with gilding,H x W: 6.1 x 6.9 cm (2 3/8 x 2 11/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10347.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7727_18
Button,,China,1644-1911,Jade,H x W: 0.8 x 1.4 cm (5/16 x 9/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10348.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_11
Excerpts from Four Stele Inscriptions in standard script,Li Ruiqing (1867-1920),China,early 20th century,Set of four scrolls; ink on paper,"H x W (image, each): 176.6 x 46.1 cm (69 1/2 x 18 1/8 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10349.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5580_03
Dish,,"Jingdezhen, Jiangxi province, China",1662-1722,Porcelain with cobalt pigment under clear glaze,H x W x D: 3.2 x 15.4 x 15.4 cm (1 1/4 x 6 1/16 x 6 1/16 in),Gift of Mason M. Wang,,,Vessel,,,,,All_images1.0\image10350.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8006_16
From the inscription on an ancient tripod in seal script,,China,late 19th century,Set of six hanging scrolls; ink on paper,"H x W (image, each): 148.6 x 39.7 cm (58 1/2 x 15 5/8 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10351.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5582_07
Ornament or weight,,China,,Bronze with traces of gilding,H x W: 4.6 x 8.2 cm (1 13/16 x 3 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10352.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_09
Orchid,Qi Baishi 齊白石 (1864-1957),China,early to mid-20th century,Ink on paper,H x W (image): 46.2 x 42 cm (18 3/16 x 16 9/16 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang",,,Painting,,,,,All_images1.0\image10353.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7490_42
Wine cup (zhi 觶),,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Marble,H x Diam (overall): 11.5 x 8.2 cm (4 1/2 x 3 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Vessel,,,,,All_images1.0\image10354.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.370_001
"Birds, peonies, and a rock",Formerly attributed to Han Huang (723-787),China,1644-1911,Ink and color on silk,H x W: 107.4 x 61.1 cm (42 5/16 x 24 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10355.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5715_09
Small square rug,,China,1644-1911,Fabric,H x W: 71 x 71 cm (27 15/16 x 27 15/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10356.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7905_07
Squabbling Mynas above a Brook,,China,15th-16th century,Hanging scroll; ink and color on paper,H x W (image): 50 x 49.4 cm (19 11/16 x 19 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10357.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5817_10
Helmet,,China,206 BCE-220 CE,Bronze,H x W x D: 20.1 x 19.6 x 23.1 cm (7 15/16 x 7 11/16 x 9 1/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images1.0\image10358.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5300_01
Two poems and postscript in standard script,Zheng Xianqing (17th century),China,17th century,Ink on paper,H x W (image): 23.4 x 51.8 cm (9 3/16 x 20 3/8 in),Gift of Charles Lang Freer,,,Calligraphy,,,,,All_images1.0\image10359.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7410_20
Fragment of a vessel,,China,960-1279,Stoneware with white slip under clear glaze,H x W: 4.1 x 3.1 cm (1 5/8 x 1 1/4 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10360.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7435_22
Ancestor tablet,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 12.2 x 2.5 x 3 cm (4 13/16 x 1 x 1 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10361.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.285_001
Carpet (fragment),,China,1644-1911,Fabric,H x W: 67.5 x 67 cm (26 9/16 x 26 3/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10362.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7912_04
Mask,,China,206 BCE-220 CE,Bronze with gilding,H x W: 8.8 x 11.8 cm (3 7/16 x 4 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10363.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_08
Ritual vessel (lien),,China,2nd-1st century BCE,Bronze,H x W: 17.5 x 25.5 cm (6 7/8 x 10 1/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10364.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7359_19
Girdle ornament,,China,ca. 1800,Jade,H x W: 12 x 7.9 cm (4 3/4 x 3 1/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10365.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_12
Flying Deity,,China,8th-10th century,Jade (nephrite),H x W: 6.5 x 5 cm (2 9/16 x 1 15/16 in),Gift of The Honorable and Mrs. Hugh Scott,,,Jewelry and Ornament,,,,,All_images1.0\image10366.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5069_08
Sword,,China,ca. first half 5th century BCE,"Bronze, gold, turquoise",H x W: 55 x 4.1 cm (21 5/8 x 1 5/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images1.0\image10367.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4069_10h
Winter Trees and Snowy Peaks,Formerly attributed to Jiang Shen (ca. 1090-1138),China,17th century,Hanging scroll; ink on silk,H x W (image): 139.6 x 78.9 cm (54 15/16 x 31 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10368.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5847_07
Seal of Xie Zhiliu (1910-1997): Jiujiu weng,Wu Zijian (born 1947),China,1990,Soapstone,H x W x D (overall): 6.9 x 2 x 2 cm (2 11/16 x 13/16 x 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10369.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6041_02
Mirror,,China,206 BCE-220 CE,Bronze,Diam x D: 6.9 x 0.7 cm (2 11/16 x 1/4 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10370.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5993_11
Mirror,,China,25-220,Bronze,Diam x D: 14 x 1.2 cm (5 1/2 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10371.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_12
Sherd,,"North Gate of Changsha Tomb, China",770-221 BCE,,H x W (overall): 4 x 4.1 cm (1 9/16 x 1 5/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10372.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4130_001
Bead: small annular,,China,1644-1911,Jade,H x W: 1.5 x 4.5 cm (9/16 x 1 3/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10373.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8531_13
Mirror,,China,206 BCE-220 CE,Lead,Diam x D: 9.1 x 0.8 cm (3 9/16 x 5/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10374.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7705_10
Ornament,,China,618-907,Bronze,H x W: 2.3 x 2.6 cm (7/8 x 1 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10375.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7551_34
"I Too, Let Them Have a Piece of My Mind",Qi Baishi 齊白石 (1864-1957),China,ca. 1930,Ink and color on paper,H x W (image): 35.8 x 25.9 cm (14 1/8 x 10 3/16 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang.",,,Painting,,,,,All_images1.0\image10376.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8179_15
Lotuses and two herons,,China,1368-1911,Ink and color on silk,H x W: 122.7 x 60.4 cm (48 5/16 x 23 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10377.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5674_10
Mirror,,China,206 BCE-9 CE,Bronze,Diam x D: 13.3 x 1.2 cm (5 1/4 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10378.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_01
Chariot fitting: axle cap,,China,1050-221 BCE,Bronze,H x W: 8 x 9.7 cm (3 1/8 x 3 13/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10379.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6072_01
Eggplant,Formerly attributed to Zhang Sengyou (ca. 500-550),China,1368-1644,Ink and color on paper,H x W: 63.4 x 36.6 cm (24 15/16 x 14 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10380.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5847_11
Ornament in the form of a tiger,,China,206 BCE-220 CE,Bronze,H x W: 4.2 x 8.8 cm (1 5/8 x 3 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10381.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7705_04
Young bamboos,,China,17th century,Ink on silk panel,H x W: 157.5 x 70.5 cm (62 x 27 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10382.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5779_11
Ornament for staff or cane (?),,China,,Bronze,H x W: 3.8 x 6 cm (1 1/2 x 2 3/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10383.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_11
Seal of Xie Zhiliu (1910-1997): Zhiliu,Wu Zijian (born 1947),China,1977,Soapstone,H x W x D (overall): 1.2 x 1.1 x 3.2 cm (1/2 x 7/16 x 1 1/4 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10384.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6040_04
Ornament: bird,,China,,Bronze,H x W x D: 3.4 x 6.1 x 2.2 cm (1 5/16 x 2 3/8 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10385.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7603_05
Ceremonial implement,,China,1644-1911,Jade,H x W: 21.5 x 6.4 cm (8 7/16 x 2 1/2 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10386.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_26
Seal of Xie Zhiliu (1910-1997): Xie Zhi,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.1 x 1.1 x 3.8 cm (7/16 x 7/16 x 1 1/2 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10387.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6014_06_1
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca.1050 BCE,Jade (neprhite),H x W x D (overall): 1.5 × 8.9 × 0.4 cm (9/16 × 3 1/2 × 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10388.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.344_001
Axe (fu 斧),,China,ca. 5000-ca. 1700 BCE,Jade (serpentine),H x W x D: 21 x 8 x 8 cm (8 1/4 x 3 1/8 x 3 1/8 in),Gift of The Honorable and Mrs. Hugh Scott,,,Ceremonial Object,,,,,All_images1.0\image10389.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1985.7_001
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image10390.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6894_10
"Autumn Mountains, Layered Green 秋山疊翠圖",Wen Boren 文伯仁 (1502-1575),China,ca. 1556-1561,Ink and color on paper,H x W (image): 150.3 × 30.9 cm (59 3/16 × 12 3/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image10391.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1981.7_001
Tube (cong 琮),,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 4.5 × 5.5 × 5.4 cm (1 3/4 × 2 3/16 × 2 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10392.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.243_001
The Older the Stronger,Qi Baishi 齊白石 (1864-1957),China,ca. 1930,Ink and color on paper,H x W (image): 35 x 25.5 cm (13 3/4 x 10 1/16 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang",,,Painting,,,,,All_images1.0\image10393.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8179_13
Seal of Xie Zhiliu (1910-1997): Lixia,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 3.3 x 2.4 x 2.4 cm (1 5/16 x 15/16 x 15/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10394.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6032_08
Ornament in the form of a turtle,,China,,Bronze,H x W x D: 1.7 x 3.1 x 2.7 cm (11/16 x 1 1/4 x 1 1/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10395.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_09
Statuette of a lion,,China,618-907,"Bronze, gilding",H x W: 3.9 x 2.9 cm (1 9/16 x 1 1/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10396.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_34
Lid of box,,"Changsha, Hunan province, China",9th century,Stoneware with clear glaze splashed with copper-green,H x Diam (overall): 2.2 x 6.5 cm (7/8 x 2 9/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10397.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4184_1
Fitting (fragment),,China,ca. 1050-221 BCE,Bronze,H x W: 9.5 x 2.2 cm (3 3/4 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10398.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_28
Seal of Xie Zhiliu (1910-1997): Zhiliu yin,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.1 x 1.1 x 3.8 cm (7/16 x 7/16 x 1 1/2 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10399.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6014_06_2
A Dragon and clouds,Traditionally attributed to Chen Rong (active 1235-after 1262),China,1368-1644,Ink on silk,H x W: 126.8 x 87 cm (49 15/16 x 34 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10400.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5771_07
Seal of Xie Zhiliu (1910-1997): Xie,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 3.3 x 1.7 x 1.5 cm (1 5/16 x 11/16 x 9/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10401.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6031_10
Chariot or harness fitting (?),,China,ca.1050-771 BCE,Bronze,H x W: 6.3 x 7.4 cm (2 1/2 x 2 15/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10402.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6070_04
Seal of Xie Zhiliu (1910-1997): Kuhuang,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2 x 1.3 x 1.7 cm (13/16 x 1/2 x 11/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10403.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6013_12
Fragment of a blue-and-white glazed Chinese vessel,,"Jingdezhen, Jiangxi province, China",16th century-mid-17th century,Porcelain with cobalt decoration under clear colorless glaze,H x Diam (overall): 1 x 5.3 cm (3/8 x 2 1/8 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image10404.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2540
Buddhist tablet,,China,618-907,Stone,H x W x D (overall): 26.7 x 24.4 x 7.8 cm (10 1/2 x 9 5/8 x 3 1/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10405.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7606_04
Mouth of a small vase with dragon in relief,,China,,Porcelain with clear glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10406.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4280_1
Seal of Xie Zhiliu (1910-1997): Xie,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 0.8 x 0.8 x 4.4 cm (5/16 x 5/16 x 1 3/4 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10407.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6034_02
Mirror (chien),,China,618-907,Bronze,Diam x D: 18.2 x 1.5 cm (7 3/16 x 9/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10408.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7681_01
Ornament (shi 飾) with mask,,"Hubei province, Middle Yangzi valley, China",ca. 2500 - 2000 BCE,Jade (nephrite),H x W x D: 3.7 x 7 x 0.5 cm (1 7/16 x 2 3/4 x 3/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.276.3",,,Jewelry and Ornament,,,,,All_images1.0\image10409.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.276.3_001
Table,,China,19th century,Lacquer with vestiges of gilding,H x W: 82.8 x 66.3 cm (32 5/8 x 26 1/8 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10410.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8346_28
Fragment,,China,ca. 1600-1050 BCE,Bronze,H x W: 19 x 4.8 cm (7 1/2 x 1 7/8 in),Gift of Charles Lang Freer,,,Weapon and Armament,,,,,All_images1.0\image10411.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7775_09
Flanged bracelet,,"Anyang, probably Henan province, China",ca. 1300-1050 BCE,Jade (nephrite),H x Diam (overall): 0.6 x 6.5 cm (1/4 x 2 9/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10412.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.227_001
Bead (weight?),,"Changsha Tomb site, China",220-589,Pottery,H x Diam (overall): 3.5 x 4.5 cm (1 3/8 x 1 3/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image10413.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4217_1
Seal of Xie Zhiliu (1910-1997): Duzhai,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.5 x 1.2 x 1.2 cm (1 x 1/2 x 1/2 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10414.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6029_12
Mantis,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 5.1 x 0.9 x 0.5 cm (2 x 3/8 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Sculpture,,,,,All_images1.0\image10415.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.315_001
"Pendant with mask, fragment",,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 4.1 x 1.6 x 2.3 cm (1 5/8 x 5/8 x 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image10416.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.650_001
Hairpin,,China,618-907,High tin bronze,H x W x D: 20 x 1.2 x 0.2 cm (7 7/8 x 1/2 x 1/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10417.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_26
Box lid,,"Gongxian, Henan province, China",,Porcelain with transparent pale-blue (qingbai) glaze,H x Diam (overall): 1.3 x 5 cm (1/2 x 1 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Container,,,,,All_images1.0\image10418.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4176_1
Finial in the form of a bird,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 5.6 x 3.2 x 0.4 cm (2 3/16 x 1 1/4 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10419.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.320_001
Seal of Xie Zhiliu (1910-1997): Baoyue piaoyan,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 3.2 x 2.7 x 3.2 cm (1 1/4 x 1 1/16 x 1 1/4 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10420.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6033_08
"Dagger-axe (ge 戈), fragment reworked",,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 1.9 x 6.4 x 0.1 cm (3/4 x 2 1/2 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10421.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.276_001
Carpet (fragment),,China,1644-1911,Fabric,H x W: 72 x 71.5 cm (28 3/8 x 28 1/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10422.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7912_05
Belt section,,China,618-907,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10423.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_03
Belt section,,China,618-907,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10424.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_06
Mirror (chien),,China,906-1279,Bronze,Diam x D: 17.7 x 2 cm (6 15/16 x 13/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10425.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_05
Garment hook (daigou),,China,,Bronze inlaid with turquoise and silver,H x W x D: 17.3 x 1.4 x 3 cm (6 13/16 x 9/16 x 1 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10426.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_07
