Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1186.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2812_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1187.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2896_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1188.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2908_1
Seated animal figure,,China,618-907,Glass,H x W x D: 2.1 x 4.9 x 1.7 cm (13/16 x 1 15/16 x 11/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.24",,,Sculpture,,,,,All_images1.0\image1189.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_13
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1190.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2863_1
Rubbing of Wu-liang Temple,,China,Inscription: 206-220,Ink on paper,H x W: 62.5 x 70.5 cm (24 5/8 x 27 3/4 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1191.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_28
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1192.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-374a-b_1
Iron sword; bronze hilt guard,,China,,,H x W x D: 55.2 x 5.2 x 2.5 cm (21 3/4 x 2 1/16 x 1 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1193.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_15
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image1194.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-390a-b_1
"Large storage jar, fragment of wall",,China,,,,Gift of Richard J. Pearson,,,Vessel,,,,,All_images1.0\image1195.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2783_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1196.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2895_1
Axe; inscription; probably fake,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1197.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-152_1-000001
Base fragment,,China,,,,Gift of W. Thomas Chase,,,Vessel,,,,,All_images1.0\image1198.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3291_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1199.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2886_1
"Bowl, fragment of base",,"Sichuan province, China",1127-1279,"Stoneware with white slip under amber glae on inside, brown glaze on outside",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images1.0\image1200.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-f-scp-153v1
Dagger-axe; broken in two pieces,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1201.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-140a-b_1-000001
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1202.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2872_1
Rubbing of a Lohan,,China,lohan: 6th century,Ink on paper,H x W: 90.2 x 47 cm (35 1/2 x 18 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1203.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7491_29
Snuff bottle,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1204.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2801_1
Cup,,China,,,,Gift of Dean Frasché,,,Vessel,,,,,All_images1.0\image1205.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2977_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1206.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_02
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1207.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_10
Animal reclining,,China,1700-1800,Jade,H x W x D: 5.6 x 9.4 x 3.1 cm (2 3/16 x 3 11/16 x 1 1/4 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image1208.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6891_08
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1209.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2846_1
Inscription in clerical script,,China,inscription: 115; rubbing: 20th century,Ink on paper,H x W: 47.5 x 68.8 cm (18 11/16 x 27 1/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1210.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_25
wall and rim of bowl,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1211.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3521_1
Hen,,China,1200-1400,Jade,H x W x D: 5.1 x 3.6 x 6.1 cm (2 x 1 7/16 x 2 3/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image1212.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6890_09
Male figure,,China,618-906,Glass,H x W x D: 7.5 x 3.1 x 2.2 cm (2 15/16 x 1 1/4 x 7/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.608",,,Sculpture,,,,,All_images1.0\image1213.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8081_29
"Rubbing of rectangular dover of inkstone, with design of medallion enclosing constellation above a scaly quadruped with wings on waves; eight trigrams, yin-yang and unidentified symbols on borders",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1214.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_13
Lid,,"Changsha, Hunan province, China",9th-early 10th century,,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1215.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-220v2
Pottery: Unidentified form,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1216.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2918_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1217.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2912_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1218.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2855_1
Fragment of jar,,"Zhejiang province, China",1127-1279,Stoneware with oxidized celadon glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1219.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-103v1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1220.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2819_1
Seated Buddha,,China,618-907,Glass,H x W x D: 4.3 x 2.6 x 1.1 cm (1 11/16 x 1 x 7/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.26",,,Sculpture,,,,,All_images1.0\image1221.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_15
"Green-glazed ware, Rim sherd",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1222.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3533_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1223.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_15
Bell,,China,,Bronze; cast,H x Diam (overall): 20.8 x 7.4 cm (8 3/16 x 2 15/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.330.1",,,Musical Instrument,,,,,All_images1.0\image1224.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.330.1_001
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1225.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2841_1
Pottery: Unidentified form,,China,,,,Gift of John A. Pope,,,Unclassified,,,,,All_images1.0\image1226.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2929_1-000001
Stele with Buddha seated on a Pedestal,,China,,Hard grey limestone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image1227.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_20
Fragment of an unidentified vessel,,China,1279-1368,Porcelain with pale green glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1228.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-900_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1229.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2866_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1230.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2867_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1231.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2905_1
Figure of a saddled horse,,China,,Bronze; cast and joined,H x W x D: 6.5 x 6.7 x 1.4 cm (2 9/16 x 2 5/8 x 9/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.259.1",,,Sculpture,,,,,All_images1.0\image1232.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8082_22
Canteen,,China,15th century,Gold,H x W x D: 29 x 21.7 x 8.9 cm (11 7/16 x 8 9/16 x 3 1/2 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.295",,,Vessel,,,,,All_images1.0\image1233.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6243_02
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1234.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_07
Sheet of Calligraphy,Wang Jiyuan (1895-1975),China,1956,Ink on paper,H x W: 132 x 34.3 cm (51 15/16 x 13 1/2 in),"Gift of The School of Chinese Brushwork, from the Estate of Wang Chi-yuan",,,Calligraphy,,,,,All_images1.0\image1235.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_30
"Storage jar wall, fragment",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1236.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3274_1
Hair pin,,China,618-907,Bronze,H x W: 12.9 x 3.5 cm (5 1/16 x 1 3/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image1237.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7654_09
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1238.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2859_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1239.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_20
Winter Landscape,Formerly attributed to Xu Daoning (ca. 1000-after 1066),China,ca. 1700,Hanging scroll; ink on silk,H x W (image): 132.2 x 83.5 cm (52 1/16 x 32 7/8 in),Gift of Mrs. Ruth Meyer Epstein,,,Painting,,,,,All_images1.0\image1240.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5806_11
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1241.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_21
body sherd,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1242.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3546_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1243.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2831_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1244.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_01
Base of a bowl,,"Dayao kiln, Longquan, Zhejiang province, China",1279-1368,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1245.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-136v1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1246.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2852_1
Funerary tablet with epitaph of Kung (name defaced),,China,inscription: 820,Ink on paper,H x W: 67.6 x 67.5 cm (26 5/8 x 26 9/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1247.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_33
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1248.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2825_1
Epitaph of Fang shu tzu Kung-Chih,,China,inscription: 837,Ink on paper,H x W: 218.3 x 55.9 cm (85 15/16 x 22 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1249.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_34
Fragment of bowl with square stamped mark in mirror,,China,15th-16th century,Stoneware with strong blue translucent (qingbai-type) glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1250.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-104v1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1251.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_28
Inscriptions on series of stones,,China,inscription: 129; rubbing: 20th century,Ink on paper,H x W: 90.1 x 67 cm (35 1/2 x 26 3/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1252.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_26
Rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1253.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3517_1
"Dish, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1254.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-270v1
"Base, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images1.0\image1255.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1102_1-000002
Foot and lower body of bowl (fragment),,"Jiangxi province, China",1127-1279,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1256.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-120v2
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1257.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2810_1
rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1258.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3536_1
Pottery: Unidentified form,,"Yueh kiln site, China",,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1259.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2797_1
shoulder of small jar,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1260.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3545_1
"Rubbing of stone sculpture at Caves 2 and 3, T'ien-lung-shan",,China,inscription: 550-577,Ink on paper,H x W: 93.5 x 51.6 cm (36 13/16 x 20 5/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1261.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_27
Small dish,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image1262.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3566_1
"Rubbing of stone tile with figural designs in three registers and cartouche enclosing epitaph of Chang Ts'ang, a prime minister under Han Wen-ti (179-157 B.C.)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1263.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_23
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images1.0\image1264.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-969_1
Thick-glazed very dark tenmoku bowl,,"Sichuan province, China",1127-1279,"Stoneware with black iron glaze, white slip under glaze on rim",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images1.0\image1265.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-f-scp-148v1
Base fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1266.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3514_1
Pottery: Unidentified form,,"Nankang kilns, Jiujiang city, Jiangxi province, China",1279-1368,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1267.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-124v2
The Yungu Temple,Huang Binhong (1865-1955),China,1940-1950,Ink and color on paper,H x W (image): 34 x 23.9 cm (13 3/8 x 9 7/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1268.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8510_16
Small fragment of gray pottery,,China,,,,Gift of W. Thomas Chase,,,Vessel,,,,,All_images1.0\image1269.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3297_1
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images1.0\image1270.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1119.1_1-000002
small footrim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1271.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3531_1
Funerary tablet with epitaph of the wife of Chao Ch'eng,,China,inscription: 817,Ink on paper,H x W: 67.6 x 67.3 cm (26 5/8 x 26 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1272.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_32
"Rubbing of stone sculpture at the Pin-yang Cave, Lung-men, Honan. The Empress' Procession.",,China,,Ink on paper,H x W (Overall): 210.8 × 377.1 cm (83 × 148 1/2 in),,,,Rubbing,,,,,All_images1.0\image1273.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-R-264_002
Portion of plate,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1274.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3825_1
"Tile with design of horse and attendants in landscape in very low relief, with details incised",,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Architectural Element,,,,,All_images1.0\image1275.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8507_05
"1 of rubbings of stone relief sculpture at the Lung-men caves, perhaps the Pin-yang Cave, but not firmly identified. (FSC-R-270 through FSC-R-272)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image1276.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_20
"Bowl with flared rim, with fragments missing (four fragments replaced here)",,"Fujian province, China",late 16th century,,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image1277.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-534_1-000001
Maiden in a Bamboo Grove,Zhou Bin (mid-late 19th century),China,1871?,Ink and color on paper,H x W: 18.3 x 50.5 cm (7 3/16 x 19 7/8 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image1278.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8359_04
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images1.0\image1279.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1119.2_1-000002
Winged cup,,China,206 BCE-220 CE,Lacquer over bronze with traces of gilding,H x W x D: 3.3 x 11.6 x 15.2 cm (1 5/16 x 4 9/16 x 6 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1280.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8184_16
Rhyton,,China,700-1300,Jade,H x W x D: 8 x 4.8 x 4.1 cm (3 1/8 x 1 7/8 x 1 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1281.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6892_09
Epitaph of Wang Yinu,,China,inscription: 521; rubbing: 20th century,Ink on paper,H x W: 67 x 66.5 cm (26 3/8 x 26 3/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1282.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_40
Fragment of a bowl base and wall,,"Nanshan kilns, Jiangxi province, China",12th century,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image1283.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-135v1
Footrim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1284.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3528_1
Stone engraving of five registers,,China,inscription: 968,Ink on paper,H x W: 134 x 66.5 cm (52 3/4 x 26 3/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1285.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_42
Pottery: Unidentified form,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1286.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2926_1
Geometric ornament,,China,618-907,Glass,H x W x D: 1.9 x 3.5 x 0.7 cm (3/4 x 1 3/8 x 1/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.32",,,Jewelry and Ornament,,,,,All_images1.0\image1287.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_21
Chariot fitting,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image1288.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-178a-b_1
"Bowl, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1289.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-268v1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1290.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2845_1
Water Buffalo and Herd Boy,,China,1600-1700,Jade,H x W x D: 7.4 x 10.7 x 3 cm (2 15/16 x 4 3/16 x 1 3/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image1291.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6891_05
Neck fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1292.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3501_1
Sword; handle partly missing; end of blade missing,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1293.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-125_1-000001
Figure of an angel,,China,,"Wood, paint, and gold; carved, painted, and gilded",H x W x D: 11.7 x 5.9 x 5 cm (4 5/8 x 2 5/16 x 1 15/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.274.1",,,Sculpture,,,,,All_images1.0\image1294.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8083_20
Rolled rim fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1295.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3507_1
Fragment of a bowl wall,,China,15th century,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1296.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-904_1
Rim fragment,,China,,,,Gift of John de Bry,,,Vessel,,,,,All_images1.0\image1297.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2737_1
"Bowl, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1298.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-265v1
